Latency (ms)
1089
1088
1089
1088
1088
1089
1091
1089
1089
1088
1088
1089
1090
1089
1089
1090
1090
1089
1090
1091
1092
1094
1094
1093
1094
1093
1093
1094
1093
1095
1093
1094
1094
1093
1093
1093
1094
1093
1093
1094
1093
1092
1094
1096
1093
1094
1095
1092
1095
1094
1095
1094
1095
1095
1094
1095
1095
1095
1094
1093
1098
1095
1095
1095
1094
1096
1096
1096
1098
1096
1096
1120
1120
1119
1123
1122
1119
1119
1119
1119
1120
1120
1113
1120
1122
1123
1120
1120
1123
1123
1120
1124
1113
1124
1113
1121
1123
1121
1114
1124
1121
1121
1121
1121
1124
1124
1121
1115
1124
1124
1115
1121
1125
1122
1115
1114
1114
1123
1123
1122
1115
1122
1122
1122
1116
1115
1123
1126
1115
1116
1123
1115
1115
1115
1127
1123
1116
1115
1126
1126
1127
1115
1125
1127
1117
1146
1148
1151
1152
1157
1157
1168
1158
1158
1157
1158
1157
1159
1158
1159
1457
1668
1669
1668
1678
1709
1709
1710
1710
1711
1711
1712
1695
1700
1697
1697
1714
1698
1697
1720
1720
1720
1720
1720
1704
1704
1720
1720
1704
1703
1720
1720
1720
1704
1704
1721
1721
1721
1705
1733
1717
1717
1716
1734
1717
1718
1718
1718
1718
1718
1718
1718
1717
1717
1718
1718
1717
1718
1718
1718
1718
1719
1719
1719
