Latency (ms)
250
28
30
27
26
34
26
45
25
35
52
237
28
22
44
26
28
36
34
28
28
110
41
25
33
26
30
29
31
26
26
29
29
29
28
27
242
23
26
26
29
28
33
29
25
26
30
111
25
25
26
25
28
28
29
38
25
24
24
29
28
29
28
237
45
30
27
30
30
37
33
28
27
100
26
25
24
23
24
24
75
30
51
24
27
31
264
33
32
30
25
29
28
29
28
30
30
89
43
28
24
25
33
25
23
24
25
26
28
25
25
43
30
249
26
25
26
25
44
24
27
53
111
31
30
26
27
27
26
27
30
30
29
29
49
40
244
50
28
27
25
26
37
34
39
28
94
29
102
26
25
25
24
26
26
25
27
27
60
226
36
32
29
28
28
30
49
27
30
98
55
29
24
59
25
25
26
25
25
25
25
26
25
25
230
32
25
27
27
28
29
25
53
38
104
24
24
25
28
27
27
28
50
25
26
25
39
31
270
45
24
26
28
28
38
31
28
27
111
26
30
37
31
22
24
25
29
31
64
40
50
238
108
30
28
41
25
25
25
104
56
103
32
34
34
77
31
27
259
109
63
27
25
55
109
25
26
33
27
28
28
28
29
27
28
29
28
25
27
28
232
114
31
27
30
41
30
113
24
23
30
25
25
24
35
24
33
26
30
41
307
30
77
36
77
49
120
42
23
34
40
66
26
25
33
24
24
29
31
254
24
28
25
25
25
38
25
25
24
43
108
22
24
25
29
24
25
30
42
25
29
28
27
28
28
29
254
59
31
32
32
31
28
30
113
25
55
53
29
29
41
26
46
26
25
24
31
238
98
25
23
24
28
28
28
30
101
47
66
46
25
30
23
23
28
25
27
29
28
29
224
100
31
36
24
27
27
31
113
25
24
27
28
27
35
86
26
30
31
27
29
22
230
47
28
31
29
61
29
27
26
111
26
31
57
25
25
25
68
46
24
25
26
35
234
29
30
40
25
74
28
60
99
42
24
27
28
37
28
72
30
27
32
22
24
26
233
29
23
27
32
27
36
31
28
39
23
120
57
21
31
29
37
49
31
27
33
30
27
248
51
30
28
32
32
25
26
25
24
113
26
26
27
24
28
28
30
29
27
27
29
24
24
25
33
243
24
26
45
23
25
27
28
32
30
29
90
46
25
25
25
37
24
29
26
27
27
34
45
24
258
30
52
25
27
35
24
25
24
32
116
29
25
26
26
25
26
25
39
26
25
27
27
25
26
23
245
57
27
28
28
27
24
27
24
25
24
95
25
29
28
25
25
26
27
25
23
25
44
25
31
51
237
24
24
48
26
26
27
31
27
27
28
96
45
25
25
25
40
23
26
27
27
30
28
32
27
25
245
25
32
26
25
26
34
25
28
31
32
108
29
27
32
21
25
26
26
31
26
23
25
26
25
32
26
242
46
23
23
25
26
28
25
29
32
21
109
22
34
35
31
31
31
24
28
24
41
25
29
25
266
27
24
48
25
25
28
25
25
24
26
105
42
28
42
46
29
35
27
28
30
33
30
27
253
31
25
25
28
25
37
26
25
26
28
111
31
29
27
29
26
27
50
30
31
29
24
28
47
237
56
26
27
28
29
23
24
23
28
27
97
30
41
25
33
24
24
31
25
28
34
32
27
26
266
31
29
34
30
28
28
27
27
24
23
103
40
25
26
33
26
24
26
25
25
25
27
28
29
29
31
229
31
26
27
27
27
51
36
56
107
36
34
33
34
31
53
25
30
33
27
32
32
249
52
25
25
25
25
24
21
30
29
28
102
23
23
36
25
28
25
25
25
30
29
35
27
29
54
233
28
23
45
30
31
50
43
26
107
44
25
29
24
41
26
43
26
25
29
24
25
23
28
239
30
26
26
24
26
47
28
25
44
111
29
27
28
23
24
25
28
34
25
25
26
32
26
28
27
250
25
30
30
36
30
32
28
28
28
93
24
57
31
22
24
27
24
23
28
39
24
26
25
34
239
29
33
45
25
23
24
30
25
27
28
95
48
25
29
27
28
30
39
27
29
28
29
31
26
26
229
24
25
23
37
31
30
25
28
28
33
104
26
29
30
27
31
30
49
25
24
26
25
24
25
25
24
225
49
28
28
28
29
24
28
29
28
116
28
29
47
24
33
31
28
28
26
41
27
30
35
239
33
30
35
28
28
27
27
28
36
122
30
27
27
28
34
27
27
27
27
27
26
25
26
27
27
226
28
34
29
30
46
26
25
41
109
26
29
26
27
28
27
32
29
27
27
26
28
27
